"Scénario","Horodatage","Demande directe non pilotable","Demande directe pilotable","Demande pour électrolyse"
"S1","2050-04-28 14:00:00",24.41333053,20.63014413,"27,20751798"
"S1","2050-04-28 15:00:00",24.38873042,16.91839522,"27,20751646"
"S1","2050-04-28 16:00:00",24.55665691,10.17799808,"27,20730658"
"S1","2050-04-28 17:00:00",24.48706576,7.174000345,"25,13064491"
"S1","2050-04-28 18:00:00",24.69670226,7.26885576,"22,16606329"
"S1","2050-04-28 19:00:00",25.58470264,7.094941379,"21,56341585"
"S1","2050-04-28 20:00:00",24.84663506,5.88070216,"22,88266559"
"S1","2050-04-28 21:00:00",23.94092571,5.785331863,"23,8160946"
"S1","2050-04-28 22:00:00",19.4554946,7.123528694,"26,56514441"
"S1","2050-04-28 23:00:00",18.66609255,8.892946706,"26,51519565"
"S1","2050-04-29 00:00:00",18.31438853,9.677361227,"26,45577864"
"S1","2050-04-29 01:00:00",16.83832914,10.3450265,"26,70162007"
"S1","2050-04-29 02:00:00",17.30006182,9.005412303,"26,62147445"
"S1","2050-04-29 03:00:00",17.21466255,8.835248696,"26,45258889"
"S1","2050-04-29 04:00:00",17.0435379,10.2547345,"25,19126886"
"S1","2050-04-29 05:00:00",17.00024705,11.44465208,"25,37037604"
"S1","2050-04-29 06:00:00",18.32623519,13.52292797,"26,98520197"
"S1","2050-04-29 07:00:00",21.943337,17.47971666,"27,20755249"
"S1","2050-04-29 08:00:00",25.4676429,15.21549874,"27,20755259"
"S1","2050-04-29 09:00:00",27.04617879,21.57598471,"27,20755259"
"S1","2050-04-29 10:00:00",27.27731214,21.72726543,"27,20755259"
"S1","2050-04-29 11:00:00",26.28790564,22.38771606,"27,20755259"
"S1","2050-04-29 12:00:00",24.01059437,21.18218121,"27,20755259"
"S1","2050-04-29 13:00:00",24.41904172,19.55745813,"27,20755259"
"S1","2050-04-29 14:00:00",25.03080809,20.54834597,"27,20755259"
"S1","2050-04-29 15:00:00",25.03396,11.70748115,"27,20755258"
"S1","2050-04-29 16:00:00",25.24130958,12.53014227,"27,20726221"
"S1","2050-04-29 17:00:00",25.23263885,14.56765516,"12,91310007"
"S1","2050-04-29 18:00:00",25.49334918,12.79543674,"1,884867086"
"S1","2050-04-29 19:00:00",26.47309224,8.734934143,"1,261739594"
"S1","2050-04-29 20:00:00",25.69763348,7.885205456,"1,365219896"
"S1","2050-04-29 21:00:00",24.49038011,6.870222211,"1,88705814"
"S1","2050-04-29 22:00:00",19.75257357,8.494251964,"3,255978291"
"S1","2050-04-29 23:00:00",18.78479525,7.179544944,"4,827558604"
"S1","2050-04-30 00:00:00",19.19858986,6.53596645,"4,610995692"
"S1","2050-04-30 01:00:00",18.02902457,7.819127742,"4,170826199"
"S1","2050-04-30 02:00:00",18.42020146,8.298298626,"3,249497986"
"S1","2050-04-30 03:00:00",18.30779332,6.28262886,"5,224583769"
"S1","2050-04-30 04:00:00",17.9642913,6.151347716,"5,869326318"
"S1","2050-04-30 05:00:00",17.96334476,6.948207203,"9,038528228"
"S1","2050-04-30 06:00:00",19.12041158,9.270366607,"9,129476976"
"S1","2050-04-30 07:00:00",22.73802948,11.61501684,"9,396740369"
"S1","2050-04-30 08:00:00",26.31988141,11.38297616,"20,84125651"
"S1","2050-04-30 09:00:00",28.14210906,18.29169044,"27,20755247"
"S1","2050-04-30 10:00:00",28.67178581,21.09460195,"27,20755247"
"S1","2050-04-30 11:00:00",28.00734171,22.50483297,"27,20755247"
"S1","2050-04-30 12:00:00",26.12497308,22.25521595,"27,20755247"
"S1","2050-04-30 13:00:00",26.49974628,22.42588383,"27,20755247"
"S1","2050-04-30 14:00:00",27.08282694,19.15723912,"27,20755247"
"S1","2050-04-30 15:00:00",26.97210522,13.33967883,"27,20755246"
"S1","2050-04-30 16:00:00",27.26192151,12.47439609,"19,94906839"
"S1","2050-04-30 17:00:00",27.25891542,9.745052632,"0,40920404"
"S1","2050-04-30 18:00:00",27.68938686,6.637109391,"0,409167587"
"S1","2050-04-30 19:00:00",28.52965216,6.067692895,"0,409177175"
"S1","2050-04-30 20:00:00",27.64401522,10.84390401,"4,190187438"
"S1","2050-04-30 21:00:00",25.86329781,9.735158415,"3,782395823"
"S1","2050-04-30 22:00:00",20.8343955,10.52831637,"4,361330229"
"S1","2050-04-30 23:00:00",19.85521246,7.520575884,"5,500885573"
"S1","2050-05-01 00:00:00",20.07904197,6.668111881,"4,279316846"
"S1","2050-05-01 01:00:00",18.74710819,6.478199419,"4,345118195"
"S1","2050-05-01 02:00:00",19.00580027,6.291757937,"3,684983575"
"S1","2050-05-01 03:00:00",18.59956022,6.807700631,"3,286496351"
"S1","2050-05-01 04:00:00",17.96689541,7.655461374,"4,798033889"
"S1","2050-05-01 05:00:00",17.24269946,8.511800107,"7,738879081"
"S1","2050-05-01 06:00:00",16.86975219,15.34609732,"7,845440607"
"S1","2050-05-01 07:00:00",18.35595898,14.95344917,"22,63026647"
"S1","2050-05-01 08:00:00",21.11117669,12.26635171,"27,20745736"
"S1","2050-05-01 09:00:00",23.36263172,20.0268497,"27,20746894"
"S1","2050-05-01 10:00:00",24.77636842,20.07063127,"27,2074693"
"S1","2050-05-01 11:00:00",24.85134343,20.42591351,"27,2074697"
"S1","2050-05-01 12:00:00",23.59463504,20.81168396,"27,20747437"
"S1","2050-05-01 13:00:00",24.44056633,18.77850039,"27,20746938"
"S1","2050-05-01 14:00:00",24.09627435,14.79584609,"27,20746847"
"S1","2050-05-01 15:00:00",23.81743959,9.668793405,"27,20744726"
"S1","2050-05-01 16:00:00",24.27933021,6.926687069,"27,20637268"
"S1","2050-05-01 17:00:00",24.87986593,6.127397276,"12,7123714"
"S1","2050-05-01 18:00:00",26.11136245,5.336437586,"0,40902457"
"S1","2050-05-01 19:00:00",27.37254625,5.243914166,"0,408863759"
"S1","2050-05-01 20:00:00",27.0260755,4.413274831,"0,408863474"
"S1","2050-05-01 21:00:00",25.78292924,4.669693521,"0,408863713"
"S1","2050-05-01 22:00:00",21.22232112,5.440504593,"0,409068256"
"S1","2050-05-01 23:00:00",20.33969555,6.415679067,"1,452385396"
"S1","2050-05-02 00:00:00",20.23492253,5.627724606,"2,146544632"
"S1","2050-05-02 01:00:00",19.01949758,5.506510096,"2,643483002"
"S1","2050-05-02 02:00:00",19.18350574,5.129014153,"3,370516046"
"S1","2050-05-02 03:00:00",18.77678281,6.161874059,"4,009556258"
"S1","2050-05-02 04:00:00",18.38282974,6.51964423,"6,257052964"
"S1","2050-05-02 05:00:00",18.07832948,8.42685612,"17,40446925"
"S1","2050-05-02 06:00:00",18.16940467,9.279895974,"25,42359129"
"S1","2050-05-02 07:00:00",19.58714171,12.91526931,"27,20743344"
"S1","2050-05-02 08:00:00",21.75058657,15.09025152,"27,20743529"
"S1","2050-05-02 09:00:00",23.83200305,19.54401304,"27,20743676"
"S1","2050-05-02 10:00:00",24.97431593,20.99981475,"27,20743767"
"S1","2050-05-02 11:00:00",24.88366634,22.6250744,"27,2074381"
"S1","2050-05-02 12:00:00",24.1565517,23.4093173,"27,20743801"
"S1","2050-05-02 13:00:00",25.27714947,20.09144189,"27,20743705"
"S1","2050-05-02 14:00:00",24.89996504,19.24330967,"27,20743609"
"S1","2050-05-02 15:00:00",24.25725475,11.30212978,"27,20743301"
"S1","2050-05-02 16:00:00",23.99510625,6.718963236,"18,38543682"
"S1","2050-05-02 17:00:00",23.81518466,7.188847097,"3,56121747"
"S1","2050-05-02 18:00:00",24.32851411,5.406525756,"0,409091238"
"S1","2050-05-02 19:00:00",25.0580523,5.102858027,"0,409033609"
"S1","2050-05-02 20:00:00",24.676147,5.085840694,"0,409042413"
"S1","2050-05-02 21:00:00",24.01989919,5.385485013,"0,409058124"
"S1","2050-05-02 22:00:00",20.52546665,5.304859408,"0,40906677"
"S1","2050-05-02 23:00:00",20.73345321,5.631782814,"0,409104266"
"S1","2050-05-03 00:00:00",20.77421203,5.09603176,"0,409100729"
"S1","2050-05-03 01:00:00",20.68257643,5.236292777,"0,40910857"
"S1","2050-05-03 02:00:00",20.97105891,5.459221207,"0,409108575"
"S1","2050-05-03 03:00:00",20.51638346,5.489308455,"0,409107193"
"S1","2050-05-03 04:00:00",19.88244507,6.233420431,"0,409131984"
"S1","2050-05-03 05:00:00",19.37639084,7.55537414,"5,278853005"
"S1","2050-05-03 06:00:00",18.99414661,7.860522262,"16,42894316"
"S1","2050-05-03 07:00:00",20.05260542,9.76588046,"23,8169192"
"S1","2050-05-03 08:00:00",21.72661954,14.82394031,"24,70347496"
"S1","2050-05-03 09:00:00",23.71615881,20.09965967,"24,27086817"
"S1","2050-05-03 10:00:00",25.43512571,21.79635509,"23,95518982"
"S1","2050-05-03 11:00:00",25.74846652,22.18117513,"25,08742774"
"S1","2050-05-03 12:00:00",25.10415612,19.63905946,"25,54390483"
"S1","2050-05-03 13:00:00",25.68737588,17.58569587,"24,8113514"
"S1","2050-05-03 14:00:00",24.73072825,13.29543297,"24,77579774"
"S1","2050-05-03 15:00:00",23.88539716,8.970814732,"19,66786887"
"S1","2050-05-03 16:00:00",23.52222463,9.645855604,"4,376445039"
"S1","2050-05-03 17:00:00",23.42421847,4.132320555,"0,408853952"
"S1","2050-05-03 18:00:00",24.27243596,4.907321647,"0,40885393"
"S1","2050-05-03 19:00:00",25.55075377,4.639578303,"0,408853928"
"S1","2050-05-03 20:00:00",25.57081008,4.556123554,"0,408853929"
"S1","2050-05-03 21:00:00",25.04019689,5.126356434,"0,408853929"
"S1","2050-05-03 22:00:00",21.66773663,5.347600156,"0,408854389"
"S1","2050-05-03 23:00:00",21.52220073,5.819042218,"0,408897069"
"S1","2050-05-04 00:00:00",20.85909358,5.025098365,"0,409005511"
"S1","2050-05-04 01:00:00",18.86656239,5.452579054,"0,409009161"
"S1","2050-05-04 02:00:00",19.41828232,5.710419856,"0,409011243"
"S1","2050-05-04 03:00:00",19.25626836,6.813006651,"0,409030074"
"S1","2050-05-04 04:00:00",18.98748108,7.353077212,"0,409028911"
"S1","2050-05-04 05:00:00",19.43118362,8.96303051,"0,409153536"
"S1","2050-05-04 06:00:00",21.18600357,13.19751526,"0,420302348"
"S1","2050-05-04 07:00:00",25.41679248,12.83144957,"6,337763677"
"S1","2050-05-04 08:00:00",28.92754865,13.99314732,"12,05423164"
"S1","2050-05-04 09:00:00",30.62192536,20.67523863,"12,30639495"
"S1","2050-05-04 10:00:00",31.16395886,20.88857434,"12,30799985"
"S1","2050-05-04 11:00:00",30.24300808,21.13868876,"12,3090521"
"S1","2050-05-04 12:00:00",28.2835119,21.18775823,"12,30968129"
"S1","2050-05-04 13:00:00",28.38920291,20.48559513,"12,30983262"
"S1","2050-05-04 14:00:00",28.83327068,17.21809048,"11,38084083"
"S1","2050-05-04 15:00:00",28.5971011,12.91917457,"7,262290616"
"S1","2050-05-04 16:00:00",29.05022867,13.83940075,"0,408878753"
"S1","2050-05-04 17:00:00",29.82071406,12.96458934,"0,408853877"
"S1","2050-05-04 18:00:00",31.49319492,5.831730336,"0,408853877"
"S1","2050-05-04 19:00:00",33.15601205,5.347612882,"0,408853877"
"S1","2050-05-04 20:00:00",31.56229046,6.1937307,"0,408853877"
"S1","2050-05-04 21:00:00",29.09324192,6.417448277,"0,408853877"
"S1","2050-05-04 22:00:00",23.81652587,6.401861244,"0,408853877"
"S1","2050-05-04 23:00:00",22.63022632,6.528010181,"0,408853877"
"S1","2050-05-05 00:00:00",22.14209044,6.827828194,"0,408853877"
"S1","2050-05-05 01:00:00",19.41746536,9.824888896,"0,408853877"
"S1","2050-05-05 02:00:00",19.69123691,9.381813741,"0,408853877"
"S1","2050-05-05 03:00:00",19.4874885,9.017566803,"0,408853877"
"S1","2050-05-05 04:00:00",19.12208152,9.409839118,"0,408853877"
"S1","2050-05-05 05:00:00",19.45528517,13.07654169,"0,408853877"
"S1","2050-05-05 06:00:00",20.99318432,18.0517607,"0,408853878"
"S1","2050-05-05 07:00:00",25.09862451,17.95107232,"0,408853878"
"S1","2050-05-05 08:00:00",28.63237622,19.39416692,"3,556001566"
"S1","2050-05-05 09:00:00",30.45667794,21.6448937,"5,20344389"
"S1","2050-05-05 10:00:00",31.10488147,21.38308199,"5,234359764"
"S1","2050-05-05 11:00:00",30.3181027,22.13203044,"5,861818886"
"S1","2050-05-05 12:00:00",28.19095189,21.47872955,"6,759945447"
"S1","2050-05-05 13:00:00",28.2442966,17.67007449,"6,801512176"
"S1","2050-05-05 14:00:00",28.5814891,18.12539163,"1,888375244"
"S1","2050-05-05 15:00:00",28.46148296,12.89534104,"0,408860762"
"S1","2050-05-05 16:00:00",28.81498216,12.5074577,"0,408853877"
"S1","2050-05-05 17:00:00",29.52013604,11.56137678,"0,408853876"
"S1","2050-05-05 18:00:00",30.95446096,6.686417509,"0,408853876"
"S1","2050-05-05 19:00:00",32.24591898,5.901673675,"0,408853876"
"S1","2050-05-05 20:00:00",30.79414366,5.680340724,"0,408853876"
"S1","2050-05-05 21:00:00",28.47246954,6.512581369,"0,408853876"
"S1","2050-05-05 22:00:00",23.75581365,6.8332022,"0,408853876"
"S1","2050-05-05 23:00:00",22.60571371,7.79203162,"0,408853876"
"S1","2050-05-06 00:00:00",23.20159559,7.586546188,"0,408853876"
"S1","2050-05-06 01:00:00",18.47861419,10.57022494,"0,408853876"
"S1","2050-05-06 02:00:00",18.90225734,9.482321207,"0,408853876"
"S1","2050-05-06 03:00:00",18.78055872,9.460442857,"0,408853876"
"S1","2050-05-06 04:00:00",18.56288538,9.564946543,"0,408853876"
"S1","2050-05-06 05:00:00",18.74392124,12.68136084,"0,408853876"
"S1","2050-05-06 06:00:00",19.95587739,17.43318697,"0,408853876"
"S1","2050-05-06 07:00:00",23.88851287,15.50729521,"0,408853877"
"S1","2050-05-06 08:00:00",27.52136656,16.53774128,"2,264023498"
"S1","2050-05-06 09:00:00",29.21923609,18.2310833,"3,971669113"
"S1","2050-05-06 10:00:00",29.7709877,21.61116146,"5,224619634"
"S1","2050-05-06 11:00:00",28.98052241,22.38556593,"5,227396394"
"S1","2050-05-06 12:00:00",26.917534,20.71040779,"7,518549259"
"S1","2050-05-06 13:00:00",27.24363763,20.8403205,"6,179758308"
"S1","2050-05-06 14:00:00",27.72353496,18.09900687,"2,992995137"
"S1","2050-05-06 15:00:00",27.57989067,16.52213935,"0,408856697"
"S1","2050-05-06 16:00:00",27.93828981,13.78238489,"0,408853879"
"S1","2050-05-06 17:00:00",28.43100573,13.13578122,"0,408853876"
"S1","2050-05-06 18:00:00",29.42712346,6.926620721,"0,408853876"
"S1","2050-05-06 19:00:00",30.26816926,6.497609949,"0,408853875"
"S1","2050-05-06 20:00:00",28.92126583,6.132544762,"0,408853875"
"S1","2050-05-06 21:00:00",26.93267973,6.663774378,"0,408853876"
"S1","2050-05-06 22:00:00",22.40858165,9.649246029,"0,408853876"
"S1","2050-05-06 23:00:00",21.5697415,7.795279362,"0,408853876"
"S1","2050-05-07 00:00:00",21.82827109,6.731947851,"0,408853876"
"S1","2050-05-07 01:00:00",19.2778213,6.98765149,"0,408853876"
"S1","2050-05-07 02:00:00",19.66621674,7.874978636,"0,408853876"
"S1","2050-05-07 03:00:00",19.53533582,8.746844472,"0,408853876"
"S1","2050-05-07 04:00:00",19.4339861,7.933727276,"0,408853876"
"S1","2050-05-07 05:00:00",19.57121311,12.98881554,"0,408853876"
"S1","2050-05-07 06:00:00",20.92898659,17.63954245,"0,408853877"
"S1","2050-05-07 07:00:00",24.97694069,16.02714562,"3,036931718"
"S1","2050-05-07 08:00:00",28.35215243,17.41047331,"5,230004033"
"S1","2050-05-07 09:00:00",29.82735698,20.4957357,"5,231750422"
"S1","2050-05-07 10:00:00",30.14184008,21.69176362,"5,232660974"
"S1","2050-05-07 11:00:00",29.10459701,22.61148049,"6,239396695"
"S1","2050-05-07 12:00:00",27.01434149,22.55267072,"7,171787583"
"S1","2050-05-07 13:00:00",27.44920692,20.17079706,"5,845924175"
"S1","2050-05-07 14:00:00",27.76177752,16.19659367,"4,425333695"
"S1","2050-05-07 15:00:00",27.69315594,14.74354844,"1,883267257"
"S1","2050-05-07 16:00:00",27.94004223,13.19320648,"0,408853883"
"S1","2050-05-07 17:00:00",28.31943552,8.326268839,"0,408853876"
"S1","2050-05-07 18:00:00",29.12313801,6.969686342,"0,408853876"
"S1","2050-05-07 19:00:00",29.76214309,5.825550928,"0,408853876"
"S1","2050-05-07 20:00:00",28.53783731,6.88836489,"0,408853876"
"S1","2050-05-07 21:00:00",26.61282114,6.684731867,"0,408853876"
"S1","2050-05-07 22:00:00",22.33436798,7.235372629,"0,408853876"
"S1","2050-05-07 23:00:00",21.39950596,7.873937961,"0,408853876"
"S1","2050-05-08 00:00:00",19.98003974,6.684137793,"0,408853876"
"S1","2050-05-08 01:00:00",18.91511865,8.97779373,"0,408853877"
"S1","2050-05-08 02:00:00",19.13007233,8.805408794,"0,408853877"
"S1","2050-05-08 03:00:00",18.83384749,9.202108111,"0,408853877"
"S1","2050-05-08 04:00:00",18.30145296,10.24669509,"0,408853877"
"S1","2050-05-08 05:00:00",17.89346878,14.17217736,"0,408853877"
"S1","2050-05-08 06:00:00",17.71697184,19.4543626,"0,408853877"
"S1","2050-05-08 07:00:00",19.63893504,14.3442407,"0,431884044"
"S1","2050-05-08 08:00:00",22.52132923,16.32435121,"21,4401658"
"S1","2050-05-08 09:00:00",24.77616438,17.88589058,"22,19564131"
"S1","2050-05-08 10:00:00",26.10550601,17.92277031,"22,24959373"
"S1","2050-05-08 11:00:00",25.72829429,19.89972019,"22,94787676"
"S1","2050-05-08 12:00:00",24.20618367,18.63746061,"23,43202639"
"S1","2050-05-08 13:00:00",24.8226264,14.39208163,"23,54515524"
"S1","2050-05-08 14:00:00",24.45388214,8.143508815,"18,4411367"
"S1","2050-05-08 15:00:00",24.22815661,6.623647796,"14,04895263"
"S1","2050-05-08 16:00:00",24.54002386,6.426318928,"5,638658106"
"S1","2050-05-08 17:00:00",25.22421355,6.967975302,"0,408854151"
"S1","2050-05-08 18:00:00",26.61949515,4.423416432,"0,408853876"
"S1","2050-05-08 19:00:00",27.70675957,4.467167411,"0,408853876"
"S1","2050-05-08 20:00:00",27.02547494,4.340277441,"0,408853876"
"S1","2050-05-08 21:00:00",25.40986999,5.29108961,"0,408853929"
"S1","2050-05-08 22:00:00",21.11958354,5.612260509,"0,415359005"
"S1","2050-05-08 23:00:00",20.43819831,6.30546184,"0,963079099"
"S1","2050-05-09 00:00:00",19.65924767,5.613138073,"1,944710955"
"S1","2050-05-09 01:00:00",18.04371761,6.503166623,"2,850857083"
"S1","2050-05-09 02:00:00",18.15963859,7.437719568,"3,888147492"
"S1","2050-05-09 03:00:00",17.7953219,7.912676916,"5,425737325"
"S1","2050-05-09 04:00:00",17.32059572,8.650662868,"5,92766478"
"S1","2050-05-09 05:00:00",17.10354647,11.16718949,"12,77196953"
"S1","2050-05-09 06:00:00",17.07450924,11.68044529,"25,0224853"
"S1","2050-05-09 07:00:00",18.6247288,9.19712193,"27,2073252"
"S1","2050-05-09 08:00:00",20.76586608,12.30477489,"27,2075525"
"S1","2050-05-09 09:00:00",22.7141987,12.26138688,"27,20755259"
"S1","2050-05-09 10:00:00",23.93849553,13.77159005,"27,20755259"
"S1","2050-05-09 11:00:00",23.74882287,15.51398396,"27,20755259"
"S1","2050-05-09 12:00:00",23.04579233,17.06036338,"27,20755259"
"S1","2050-05-09 13:00:00",23.81196872,15.77601028,"27,20755259"
"S1","2050-05-09 14:00:00",23.41147243,12.61145805,"27,20755259"
"S1","2050-05-09 15:00:00",22.77144568,6.987119504,"27,20755259"
"S1","2050-05-09 16:00:00",22.39563806,4.189691862,"27,20754334"
"S1","2050-05-09 17:00:00",22.22030301,4.034911396,"26,2846449"
"S1","2050-05-09 18:00:00",22.82102949,4.197340081,"10,86080087"
"S1","2050-05-09 19:00:00",23.53110349,4.23988011,"5,885245717"
"S1","2050-05-09 20:00:00",22.73042848,4.303611278,"11,05331093"
"S1","2050-05-09 21:00:00",21.865866,3.984776949,"16,34605686"
"S1","2050-05-09 22:00:00",19.12548578,4.442338639,"20,75433198"
"S1","2050-05-09 23:00:00",19.33554888,3.92235514,"22,36531053"
"S1","2050-05-10 00:00:00",18.41159711,4.481171136,"25,36300564"
"S1","2050-05-10 01:00:00",16.61186083,6.08957254,"25,54412387"
"S1","2050-05-10 02:00:00",17.13969666,6.637865333,"25,47742263"
"S1","2050-05-10 03:00:00",16.90349909,7.584407126,"25,36508926"
"S1","2050-05-10 04:00:00",16.30353197,9.021631272,"25,7891716"
"S1","2050-05-10 05:00:00",15.75282039,12.20114057,"27,20755259"
"S1","2050-05-10 06:00:00",15.2941324,17.78474777,"27,20755259"
"S1","2050-05-10 07:00:00",16.60230337,16.99162876,"27,20755259"
"S1","2050-05-10 08:00:00",18.33947728,15.92703598,"27,20755259"
"S1","2050-05-10 09:00:00",20.07674496,16.15415423,"27,20755259"
"S1","2050-05-10 10:00:00",21.42518752,19.60194913,"27,20755259"
"S1","2050-05-10 11:00:00",21.51216536,18.53727026,"27,20755259"
"S1","2050-05-10 12:00:00",20.70484602,14.87308982,"27,20755259"
"S1","2050-05-10 13:00:00",21.34962227,14.55983199,"27,20755259"
"S1","2050-05-10 14:00:00",20.71337796,14.70102714,"27,20755259"
"S1","2050-05-10 15:00:00",20.05147458,14.59970848,"27,20755259"
"S1","2050-05-10 16:00:00",19.7076575,12.00471411,"27,20755259"
"S1","2050-05-10 17:00:00",19.56076646,9.291110055,"27,20755259"
"S1","2050-05-10 18:00:00",20.49463648,4.349331528,"25,64696703"
"S1","2050-05-10 19:00:00",21.73919305,3.802774765,"25,08686211"
"S1","2050-05-10 20:00:00",21.66298487,3.714276679,"25,09680878"
"S1","2050-05-10 21:00:00",21.20636994,4.016684582,"25,14527125"
"S1","2050-05-10 22:00:00",18.05274394,5.409089471,"25,49902348"
"S1","2050-05-10 23:00:00",17.6387153,4.73050965,"25,48323008"
"S1","2050-05-11 00:00:00",18.13077289,3.919999962,"25,4451728"
"S1","2050-05-11 01:00:00",16.15757104,3.924305967,"25,6130021"
"S1","2050-05-11 02:00:00",16.78529844,3.974423893,"25,51023447"
"S1","2050-05-11 03:00:00",16.75317087,4.036370254,"25,54709187"
"S1","2050-05-11 04:00:00",16.43137423,4.407758615,"25,98800116"
"S1","2050-05-11 05:00:00",16.78397001,5.714644716,"27,20755259"
"S1","2050-05-11 06:00:00",18.29481928,10.22142399,"27,20755259"
"S1","2050-05-11 07:00:00",22.79604188,13.08778507,"27,20755259"
"S1","2050-05-11 08:00:00",26.27968762,12.77577212,"27,20755259"
"S1","2050-05-11 09:00:00",27.86979296,15.20101404,"27,20755259"
"S1","2050-05-11 10:00:00",28.57312781,20.37203816,"27,20755259"
"S1","2050-05-11 11:00:00",27.88150459,21.0024653,"27,20755259"
"S1","2050-05-11 12:00:00",26.05732832,19.35112405,"27,20755259"
"S1","2050-05-11 13:00:00",26.49519476,17.7079074,"27,20755259"
"S1","2050-05-11 14:00:00",27.14758225,17.2253593,"27,20755259"
"S1","2050-05-11 15:00:00",27.0731951,17.9552095,"27,20755259"
"S1","2050-05-11 16:00:00",27.42826789,12.74970706,"27,20755258"
"S1","2050-05-11 17:00:00",28.01331932,10.07511044,"18,11905154"
"S1","2050-05-11 18:00:00",29.24267736,5.77388655,"12,9112679"
"S1","2050-05-11 19:00:00",30.33063922,4.997073238,"10,00366155"
"S1","2050-05-11 20:00:00",28.6740961,5.482197992,"10,73090931"
"S1","2050-05-11 21:00:00",26.45289403,4.859280793,"12,92280907"
"S1","2050-05-11 22:00:00",21.74512006,6.708535459,"14,23499225"
"S1","2050-05-11 23:00:00",20.3210031,5.988815417,"16,10647345"
"S1","2050-05-12 00:00:00",20.0994831,5.470958505,"17,22681959"
"S1","2050-05-12 01:00:00",17.11746293,6.601143936,"18,98845307"
"S1","2050-05-12 02:00:00",17.44986946,6.507038431,"18,92278332"
"S1","2050-05-12 03:00:00",17.25262703,7.758929011,"18,80415377"
"S1","2050-05-12 04:00:00",16.93968734,10.43795358,"18,59384442"
"S1","2050-05-12 05:00:00",17.15731356,16.21701468,"18,85486164"
"S1","2050-05-12 06:00:00",18.46758543,16.50059366,"25,6434116"
"S1","2050-05-12 07:00:00",22.85831357,16.08898049,"27,20563481"
"S1","2050-05-12 08:00:00",26.48644448,12.25546778,"27,20755247"
"S1","2050-05-12 09:00:00",28.08678361,19.36777461,"27,20755258"
"S1","2050-05-12 10:00:00",28.84311373,19.80439658,"27,20755258"
"S1","2050-05-12 11:00:00",28.31834464,20.82717132,"27,20755258"
"S1","2050-05-12 12:00:00",26.44787151,21.46380072,"27,20755258"
"S1","2050-05-12 13:00:00",26.6148859,20.97845172,"27,20755258"
"S1","2050-05-12 14:00:00",27.29856794,20.54363307,"27,20755257"
"S1","2050-05-12 15:00:00",27.2574838,11.81745736,"27,20755257"
"S1","2050-05-12 16:00:00",27.61082809,12.69421855,"17,64612585"
"S1","2050-05-12 17:00:00",28.02175562,11.57445322,"0,409184029"
"S1","2050-05-12 18:00:00",29.05144171,7.536285172,"0,409142283"
"S1","2050-05-12 19:00:00",30.10723711,5.660078656,"0,40906997"
"S1","2050-05-12 20:00:00",28.45213193,6.248597286,"0,409121411"
"S1","2050-05-12 21:00:00",26.26509971,6.500160196,"0,40912727"
"S1","2050-05-12 22:00:00",21.76592012,6.461804648,"0,409116455"
"S1","2050-05-12 23:00:00",20.45068457,6.292687558,"0,409107894"
"S1","2050-05-13 00:00:00",20.94301275,6.281850961,"0,409101556"
"S1","2050-05-13 01:00:00",18.11255913,7.004015678,"0,409104138"
"S1","2050-05-13 02:00:00",18.55100156,7.097297428,"0,40910381"
"S1","2050-05-13 03:00:00",18.43091712,7.430609332,"0,409103478"
"S1","2050-05-13 04:00:00",18.21408749,8.409656174,"0,409119983"
"S1","2050-05-13 05:00:00",18.52117367,13.42411531,"0,409184213"
"S1","2050-05-13 06:00:00",19.70067422,17.960477,"4,100144329"
"S1","2050-05-13 07:00:00",23.91594608,17.03951967,"10,65356728"
"S1","2050-05-13 08:00:00",27.62389135,14.24724099,"27,20743614"
"S1","2050-05-13 09:00:00",29.2519158,15.72699203,"27,20744187"
"S1","2050-05-13 10:00:00",29.71013157,20.63629513,"27,20744122"
"S1","2050-05-13 11:00:00",28.96450127,21.77264036,"27,20744204"
"S1","2050-05-13 12:00:00",26.96361547,21.38952399,"27,20744339"
"S1","2050-05-13 13:00:00",27.40397068,21.19878284,"27,20744032"
"S1","2050-05-13 14:00:00",27.94258627,19.20924295,"27,20743336"
"S1","2050-05-13 15:00:00",27.93771088,15.71518323,"25,27974971"
"S1","2050-05-13 16:00:00",28.34824005,12.02296771,"18,38939395"
"S1","2050-05-13 17:00:00",28.80988544,7.62200736,"0,408981021"
"S1","2050-05-13 18:00:00",29.91901222,6.436311383,"0,408854142"
"S1","2050-05-13 19:00:00",30.64888095,6.271839736,"0,408854137"
"S1","2050-05-13 20:00:00",29.13984203,5.561967708,"0,408854132"
"S1","2050-05-13 21:00:00",26.76000933,5.415857369,"0,408854133"
"S1","2050-05-13 22:00:00",22.06575107,9.14464841,"0,409072483"
"S1","2050-05-13 23:00:00",21.07842587,8.928993719,"0,410131399"
"S1","2050-05-14 00:00:00",21.67704802,7.265127133,"0,410267609"
"S1","2050-05-14 01:00:00",17.48231221,9.129967033,"0,410605759"
"S1","2050-05-14 02:00:00",17.59626203,8.72169715,"0,410941564"
"S1","2050-05-14 03:00:00",17.2717187,8.632534421,"0,411463918"
"S1","2050-05-14 04:00:00",16.82893169,8.844317378,"0,412597977"
"S1","2050-05-14 05:00:00",16.26831887,13.07395862,"0,417401673"
"S1","2050-05-14 06:00:00",15.78658671,19.91130393,"5,04873163"
